feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
CAG.352	group	IgE	-6.33065726841114e-13	7.53977369938291e-08	218	1	0.99999573747725	0.9999999946456
CAG.352	group	nE	-6.35347236744682e-13	1.01132404605196e-07	218	1	0.999996810687815	0.9999999946456
Rhodanobacter	group	IgE	1.56331861682972e-12	1.41690365415123e-07	218	1	0.999992774556416	0.9999999946456
Rhodanobacter	group	nE	-6.37374168942066e-13	1.90051948050302e-07	218	1	0.999997803761663	0.9999999946456
Ammoniphilus	group	IgE	-5.90935372353779e-11	8.29475704174746e-07	218	1	0.999943968525262	0.9999999946456
Ammoniphilus	group	nE	-6.09807258427408e-11	1.06693952361953e-06	218	1	0.999955048051046	0.9999999946456
Aeromicrobium	group	IgE	8.06547936551867e-14	3.62787486796984e-08	218	1	0.999999038862378	0.9999999946456
Aeromicrobium	group	nE	1.60375900277902e-13	4.80747265446783e-08	218	1	0.999998557785105	0.9999999946456
Undibacterium	group	IgE	-1.41823598729161e-13	2.90982969880849e-08	218	1	0.999998302494293	0.9999999946456
Undibacterium	group	nE	-1.27624178818808e-13	4.4464357402942e-08	218	1	0.99999900034667	0.9999999946456
Succinimonas	group	IgE	-0.011656860835187	0.0224247741375995	218	2	0.603800769929028	0.9999999946456
Succinimonas	group	nE	-0.0208721975030252	0.0291083254438736	218	2	0.474139558445409	0.9999999946456
Gillisia	group	nE	0.0010559817772152	0.031397866234323	218	2	0.973201790498532	0.9999999946456
Thiobacillus	group	IgE	-4.23486720795135e-12	2.44671232635724e-07	218	1	0.999986685942942	0.9999999946456
Thiobacillus	group	nE	-4.78993532229143e-12	3.13719066136562e-07	218	1	0.99998825529093	0.9999999946456
X.Eubacterium._brachy_group	group	IgE	-0.0112789587264672	0.0101077930784259	218	1	0.265733281266827	0.9999999946456
X.Eubacterium._brachy_group	group	nE	-0.0114545394651714	0.0131209835509135	218	1	0.383653634156352	0.9999999946456
Longimicrobiaceae	group	IgE	-7.90769836873914e-08	6.82955321541834e-05	218	2	0.999376033121543	0.9999999946456
Longimicrobiaceae	group	nE	0.00684477290848361	0.0148906831023492	218	2	0.646255326522511	0.9999999946456
Clostridium_sensu_stricto_6	group	IgE	-2.79374869491942e-14	1.39159428683188e-08	218	1	0.999999564202484	0.9999999946456
Clostridium_sensu_stricto_6	group	nE	-2.64361649017787e-14	1.87936795719071e-08	218	1	0.999999694650872	0.9999999946456
Spirosoma	group	IgE	7.79041425629403e-11	8.45335517582502e-07	218	1	0.999927775724898	0.9999999946456
Spirosoma	group	nE	-2.77791435398619e-12	1.13386441107997e-06	218	1	0.999998079963501	0.9999999946456
Oligella	group	IgE	4.49517227438167e-10	2.03029636126666e-06	218	1	0.999825186468832	0.9999999946456
Oligella	group	nE	-1.59259828768023e-11	2.7232746350264e-06	218	1	0.999995382542057	0.9999999946456
X.Rhizobium._sphaerophysae_group	group	IgE	1.9439428329351e-12	3.94212344114996e-07	218	1	0.99999617158041	0.9999999946456
X.Rhizobium._sphaerophysae_group	group	nE	5.82239376391108e-11	6.03419642423325e-07	218	1	0.999925088517947	0.9999999946456
Steroidobacter	group	IgE	-1.22724870158597e-13	2.65561852526027e-08	218	2	0.999998484004092	0.9999999946456
Steroidobacter	group	nE	-5.35437852685691e-15	4.06256603378862e-08	218	2	0.999999956764594	0.9999999946456
Bergeyella	group	IgE	-2.7218473494122e-13	4.23840169208638e-08	218	1	0.99999773518641	0.9999999946456
Bergeyella	group	nE	-1.73863406107713e-13	5.68617875256635e-08	218	1	0.999998921654479	0.9999999946456
Alcanivorax	group	IgE	8.77762076345981e-14	4.08357494483469e-08	218	1	0.999999261878887	0.9999999946456
Alcanivorax	group	nE	-2.15510723351506e-14	5.47737445965852e-08	218	1	0.999999864889905	0.9999999946456
BD2.11_terrestrial_group	group	IgE	-4.24622651910746e-11	6.39399660278999e-07	218	1	0.99994788243982	0.9999999946456
BD2.11_terrestrial_group	group	nE	-5.46075689362974e-11	9.78727538211335e-07	218	1	0.999956213084995	0.9999999946456
Bauldia	group	IgE	-8.40594467631192e-10	2.20544090181827e-06	218	1	0.999696023644767	0.9999999946456
Bauldia	group	nE	-3.23251142275804e-09	3.38457832449971e-06	218	1	0.999238299668871	0.9999999946456
Myroides	group	IgE	-5.23953676060066e-13	9.65266446977854e-08	218	1	0.999996904423452	0.9999999946456
Myroides	group	nE	-5.34658579329281e-13	1.29812188195922e-07	218	1	0.999997651174419	0.9999999946456
Afipia	group	IgE	8.48662366181033e-14	1.38307102450234e-08	218	1	0.999998740889767	0.9999999946456
Afipia	group	nE	3.0037931020188e-14	1.85426708572227e-08	218	1	0.999999667592312	0.9999999946456
Vagococcus	group	IgE	9.55290464702337e-14	1.09420095207574e-08	218	1	0.999998715487689	0.9999999946456
Vagococcus	group	nE	1.22819995942055e-14	1.66599639563949e-08	218	1	0.999999891533691	0.9999999946456
Acidothermus	group	IgE	-3.3711702198191e-13	2.34554309692107e-07	218	1	0.999998905427157	0.9999999946456
Acidothermus	group	nE	1.43543478703593e-11	3.17071025266403e-07	218	1	0.999965522617065	0.9999999946456
X11.24	group	IgE	-2.79824422171132e-10	1.61511558983439e-06	218	1	0.999863603877632	0.9999999946456
X11.24	group	nE	-2.98885568060457e-10	2.16638487034608e-06	218	1	0.999891385114303	0.9999999946456
GIF3	group	IgE	-6.2188770677489e-10	2.35235677665048e-06	218	1	0.999789074064435	0.9999999946456
GIF3	group	nE	-7.86406836901735e-10	3.5788678220168e-06	218	1	0.999824683485392	0.9999999946456
Brucella	group	IgE	1.98720817569352e-13	4.51316686740349e-08	218	1	0.999998373877909	0.9999999946456
Brucella	group	nE	5.28629614273677e-14	6.05344884093805e-08	218	1	0.999999677492537	0.9999999946456
Puia	group	IgE	1.05469708017034e-13	1.71152729917672e-08	218	1	0.999998606481719	0.9999999946456
Puia	group	nE	6.72083727921419e-14	2.64169323990048e-08	218	1	0.999999424679518	0.9999999946456
Methylomonas	group	IgE	-9.81592010330234e-14	1.65383637148532e-08	218	1	0.99999862363659	0.9999999946456
Methylomonas	group	nE	-1.78011627021755e-13	2.21944779444777e-08	218	1	0.999998140064537	0.9999999946456
Coriobacteriaceae_UCG.002	group	IgE	-6.48310471693352e-13	6.39981305135307e-08	218	1	0.999994337755408	0.9999999946456
Coriobacteriaceae_UCG.002	group	nE	-7.08106166618243e-13	9.73977140825065e-08	218	1	0.999995936332518	0.9999999946456
SP3.e08	group	IgE	-5.77672630381237e-13	6.92977893001595e-08	218	1	0.999995958611727	0.9999999946456
SP3.e08	group	nE	-6.42180145781855e-13	9.29558931785901e-08	218	1	0.999996650748684	0.9999999946456
Delftia	group	IgE	0.0142050410467406	0.0236538599727462	218	2	0.548871606355715	0.9999999946456
Delftia	group	nE	-0.0158160772522227	0.0309749737284926	218	2	0.610197954095244	0.9999999946456
Bacteroidetes_BD2.2	group	IgE	-7.35796361654003e-13	6.27992084801969e-08	218	1	0.999994694540774	0.9999999946456
Bacteroidetes_BD2.2	group	nE	-6.0260843258612e-13	8.27520487202815e-08	218	1	0.999996702562385	0.9999999946456
Anaeroplasma	group	IgE	-7.35796361654003e-13	6.27992084801969e-08	218	1	0.999994694540774	0.9999999946456
Anaeroplasma	group	nE	-6.0260843258612e-13	8.27520487202815e-08	218	1	0.999996702562385	0.9999999946456
Fibrobacter	group	IgE	-3.85319656920787e-13	4.93064183189914e-08	218	1	0.999996142595905	0.9999999946456
Fibrobacter	group	nE	-3.7570254523361e-13	7.54728934375037e-08	218	1	0.999997542856257	0.9999999946456
Lachnospiraceae_ND3007_group	group	IgE	3.22912455909203e-13	3.28480970637724e-08	218	1	0.999996246510227	0.9999999946456
Lachnospiraceae_ND3007_group	group	nE	1.89708755636771e-13	5.03673324011607e-08	218	1	0.99999856192981	0.9999999946456
Methyloligellaceae	group	IgE	-0.0112779940269255	0.0101078264876758	218	1	0.265775295083626	0.9999999946456
Methyloligellaceae	group	nE	-0.0114559064606762	0.0131209822997487	218	1	0.383596275640893	0.9999999946456
Noviherbaspirillum	group	IgE	-1.80101653862433e-13	2.55570913142305e-08	218	1	0.999997741945165	0.9999999946456
Noviherbaspirillum	group	nE	-1.97327386731041e-13	3.91182200018031e-08	218	1	0.99999838364601	0.9999999946456
Gramella	group	IgE	1.93691908496207e-13	4.63073235260982e-08	218	1	0.999998025001806	0.9999999946456
Gramella	group	nE	8.14504049515175e-13	7.03296663592194e-08	218	1	0.999994531797119	0.9999999946456
Cohnella	group	IgE	5.8536378573109e-13	7.13627997902421e-08	218	1	0.999995171435001	0.9999999946456
Cohnella	group	nE	-8.78350260465471e-14	1.09236611536086e-07	218	1	0.999999526670727	0.9999999946456
Parafilimonas	group	IgE	-2.19063967520291e-13	1.48350692939551e-07	218	1	0.999999093803156	0.9999999946456
Parafilimonas	group	nE	5.7513048158192e-12	1.91255546661331e-07	218	1	0.999981545872093	0.9999999946456
Marinimicrobium	group	IgE	0.0105706299523285	0.0102070477750239	218	1	0.301599952570242	0.9999999946456
Marinimicrobium	group	nE	-0.00157990769177188	0.0131114202830126	218	1	0.904202045806272	0.9999999946456
MBNT15	group	IgE	2.40725554063216e-13	4.63165794901546e-08	218	1	0.99999752245905	0.9999999946456
MBNT15	group	nE	-9.4385784938708e-14	7.0895436286797e-08	218	1	0.99999936536585	0.9999999946456
Empedobacter	group	IgE	2.18140953618063e-13	3.19076429020266e-08	218	1	0.999998194137232	0.9999999946456
Empedobacter	group	nE	1.46073754945134e-14	4.27983189105154e-08	218	1	0.999999909845431	0.9999999946456
Nitriliruptor	group	IgE	8.08190957463525e-13	3.98688996555114e-07	218	1	0.999998452006984	0.9999999946456
Nitriliruptor	group	nE	4.37876411989397e-11	5.34769003853384e-07	218	1	0.999937471993291	0.9999999946456
Subgroup_11	group	IgE	-2.6519331979137e-13	4.1984004350708e-08	218	1	0.999997792721476	0.9999999946456
Subgroup_11	group	nE	-2.8091677250726e-13	5.63147962129753e-08	218	1	0.999998256854743	0.9999999946456
Rhodoblastus	group	IgE	-2.6519331979137e-13	4.1984004350708e-08	218	1	0.999997792721476	0.9999999946456
Rhodoblastus	group	nE	-2.8091677250726e-13	5.63147962129753e-08	218	1	0.999998256854743	0.9999999946456
Moraxella	group	IgE	-5.86604541521534e-13	7.49639215827271e-08	218	1	0.999995306491462	0.9999999946456
Moraxella	group	nE	-7.41263330971216e-13	1.14902514400883e-07	218	1	0.999996130776554	0.9999999946456
Proteiniphilum	group	IgE	3.45403043323993e-10	1.78043615459929e-06	218	1	0.999847192566216	0.9999999946456
Proteiniphilum	group	nE	-1.24649945882048e-11	2.38813245220396e-06	218	1	0.999995888707138	0.9999999946456
KD3.93	group	IgE	-3.26267745083995e-12	1.78572708141934e-07	218	1	0.99998734053332	0.9999999946456
KD3.93	group	nE	-3.52695203886921e-12	2.39522798346094e-07	218	1	0.999989797442365	0.9999999946456
RCP2.54	group	IgE	3.75148000793772e-12	1.84927450787649e-07	218	1	0.999985843985792	0.9999999946456
RCP2.54	group	nE	-1.85243380267891e-13	2.48046658998574e-07	218	1	0.999999478866426	0.9999999946456
Niastella	group	IgE	3.64675145172407e-14	3.20922694977128e-08	218	1	0.999999570979488	0.9999999946456
Niastella	group	nE	-1.4006712469107e-13	4.912354684322e-08	218	1	0.999998923488137	0.9999999946456
Selenomonas	group	IgE	-3.2552893063652e-13	7.37246453667622e-08	218	1	0.999998084616079	0.9999999946456
Selenomonas	group	nE	-2.87764655658285e-13	9.50467453226776e-08	218	1	0.999998686654068	0.9999999946456
Methylohalomonas	group	IgE	3.63143742536748e-13	5.6251539701153e-08	218	1	0.999997287445955	0.9999999946456
Methylohalomonas	group	nE	9.52964608062749e-13	7.44699092585928e-08	218	1	0.999994623357352	0.9999999946456
Segetibacter	group	IgE	-1.88271471377847e-13	2.42406538557475e-08	218	1	0.999997608585642	0.9999999946456
Segetibacter	group	nE	-1.29083798715807e-13	3.71051007752772e-08	218	1	0.999998928843894	0.9999999946456
mle1.7	group	IgE	-2.72596071087064e-13	6.66340216977782e-08	218	1	0.999998068049879	0.9999999946456
mle1.7	group	nE	-3.43060562637797e-13	8.88086448721055e-08	218	1	0.999998175376692	0.9999999946456
Rhizomicrobium	group	IgE	-3.4057873013091e-13	5.35119784443133e-08	218	1	0.999996719041275	0.9999999946456
Rhizomicrobium	group	nE	-3.63819136090408e-13	8.19106338332861e-08	218	1	0.999997710295146	0.9999999946456
RF39	group	IgE	-2.78516798322788e-13	3.42413904191828e-08	218	1	0.999996793295298	0.9999999946456
RF39	group	nE	-3.25553714474413e-13	5.24368331561946e-08	218	1	0.999997552373384	0.9999999946456
Catellatospora	group	IgE	1.5374296614808e-11	3.70314995506171e-07	218	1	0.999968446074737	0.9999999946456
Catellatospora	group	nE	-1.62678588455006e-14	4.9671047510827e-07	218	1	0.999999975108188	0.9999999946456
Hyphomicrobium	group	IgE	6.01443039071339e-15	2.76558100003407e-08	218	1	0.99999992609325	0.9999999946456
Hyphomicrobium	group	nE	-1.79517396435883e-14	4.23326738268624e-08	218	1	0.999999855885785	0.9999999946456
VHS.B3.70	group	IgE	1.79129722897732e-13	6.1346494900626e-08	218	1	0.999998715367263	0.9999999946456
VHS.B3.70	group	nE	1.28480990447261e-12	8.58420244998008e-08	218	1	0.999993415006165	0.9999999946456
Blastococcus	group	IgE	-1.63874307109076e-14	2.25054793089926e-08	218	1	0.99999978907288	0.9999999946456
Blastococcus	group	nE	2.97174573611722e-14	3.45069076167191e-08	218	1	0.999999750531819	0.9999999946456
Nordella	group	IgE	-8.45062390904588e-14	4.27661196602951e-07	218	1	0.999999845725329	0.9999999946456
Nordella	group	nE	4.99291737777840e-11	5.77562561387901e-07	218	1	0.999932506640275	0.9999999946456
Tannerellaceae	group	IgE	-3.4776191426761e-13	5.3455767034647e-08	218	1	0.999996446673867	0.9999999946456
Tannerellaceae	group	nE	-3.98132829810506e-13	7.21927562336548e-08	218	1	0.999996987812614	0.9999999946456
Candidatus_Stoquefichus	group	IgE	4.49517227438167e-10	2.03029636126666e-06	218	1	0.999825186468832	0.9999999946456
Candidatus_Stoquefichus	group	nE	-1.59259828768023e-11	2.7232746350264e-06	218	1	0.999995382542057	0.9999999946456
Rs.E47_termite_group	group	IgE	1.33601503320982e-13	9.24936003063986e-08	218	1	0.999999284151026	0.9999999946456
Rs.E47_termite_group	group	nE	2.35232507359396e-12	1.19243909294781e-07	218	1	0.999990223511844	0.9999999946456
