feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
JGI_0000069.P22	group	nE	-1.11375264545084e-13	9.30526836263394e-08	114	1	0.999999709282685	0.99999999881493
Elev.16S.1166	group	IgE	-7.60502236966695e-15	3.16374977275984e-08	114	1	0.999999941613906	0.99999999881493
Elev.16S.1166	group	nE	-1.11375264545084e-13	9.30526836263394e-08	114	1	0.999999709282685	0.99999999881493
Pseudofulvimonas	group	IgE	-7.60502236966695e-15	3.16374977275984e-08	114	1	0.999999941613906	0.99999999881493
Pseudofulvimonas	group	nE	-1.11375264545084e-13	9.30526836263394e-08	114	1	0.999999709282685	0.99999999881493
PeM15	group	IgE	-7.60502236966695e-15	3.16374977275984e-08	114	1	0.999999941613906	0.99999999881493
PeM15	group	nE	-1.11375264545084e-13	9.30526836263394e-08	114	1	0.999999709282685	0.99999999881493
Aquaspirillum	group	IgE	-7.60502236966695e-15	3.16374977275984e-08	114	1	0.999999941613906	0.99999999881493
Aquaspirillum	group	nE	-1.11375264545084e-13	9.30526836263394e-08	114	1	0.999999709282685	0.99999999881493
Azoarcus	group	IgE	-7.60502236966695e-15	3.16374977275984e-08	114	1	0.999999941613906	0.99999999881493
Azoarcus	group	nE	-1.11375264545084e-13	9.30526836263394e-08	114	1	0.999999709282685	0.99999999881493
Dermacoccus	group	IgE	-2.48374373982657e-10	2.19366435323102e-06	114	1	0.999912045217407	0.99999999881493
Dermacoccus	group	nE	-0.0109876934645819	0.0433579753277748	114	1	0.80554090990761	0.99999999881493
Subsaxibacter	group	IgE	-1.52467808851201e-13	2.46333468608937e-07	114	1	0.999999638729739	0.99999999881493
Subsaxibacter	group	nE	0.199966205313142	0.0389955066681073	114	1	0.206111032950075	0.99999999881493
Sphingomicrobium	group	IgE	-1.52467808851201e-13	2.46333468608937e-07	114	1	0.999999638729739	0.99999999881493
Sphingomicrobium	group	nE	0.199966205313142	0.0389955066681073	114	1	0.206111032950075	0.99999999881493
Gastranaerophilales	group	IgE	4.25787172507095e-12	2.58992115310047e-07	114	1	0.99999021643248	0.99999999881493
Gastranaerophilales	group	nE	-0.0107258323378376	0.04335801187594	114	1	0.856196251470119	0.99999999881493
Subgroup_7	group	IgE	5.99727874920327e-14	2.85431551184068e-08	114	1	0.999999555916343	0.99999999881493
Subgroup_7	group	nE	4.87903904137727e-16	8.3713496133887e-08	114	1	0.999999998768168	0.99999999881493
Pelosinus	group	IgE	1.81087740005785e-13	5.46390114198536e-08	114	1	0.999998795876508	0.99999999881493
Pelosinus	group	nE	-1.78234822538129e-13	1.64821565833485e-07	114	1	0.999999607118077	0.99999999881493
Longivirga	group	IgE	9.6300769386474e-14	5.74497838859889e-08	114	1	0.999999363249582	0.99999999881493
Longivirga	group	nE	-2.14269586821036e-13	1.69048220580647e-07	114	1	0.99999951852049	0.99999999881493
PB19	group	IgE	2.45499168853602e-12	2.15520702750631e-07	114	1	0.999992195794152	0.99999999881493
PB19	group	nE	-1.71983060656097e-12	6.34178861508615e-07	114	1	0.999998142017758	0.99999999881493
Glycomyces	group	IgE	4.17042781618007e-14	3.14246990639132e-08	114	1	0.999999684388599	0.99999999881493
Glycomyces	group	nE	-4.37681717261641e-15	9.2079601227932e-08	114	1	0.999999988695833	0.99999999881493
Roseovarius	group	IgE	-1.82671942477153e-12	1.96061970185724e-07	114	1	0.9999950402448	0.99999999881493
Roseovarius	group	nE	-3.69882727278094e-12	6.30251234840181e-07	114	1	0.99999687584849	0.99999999881493
Niastella	group	IgE	3.92129254205734e-10	2.54831560211727e-06	114	1	0.99987887303889	0.99999999881493
Niastella	group	nE	-1.76107900680132e-11	5.14540392127068e-06	114	1	0.999997305835185	0.99999999881493
Defluviitaleaceae_UCG.011	group	IgE	5.62837155171406e-13	8.49924409679179e-08	114	1	0.999997933746271	0.99999999881493
Defluviitaleaceae_UCG.011	group	nE	-0.0105314836762373	0.0433571348107838	114	1	0.930189820605941	0.99999999881493
Ketobacter	group	IgE	-2.9992836937451e-13	5.13526751525414e-08	114	1	0.999998514523915	0.99999999881493
Ketobacter	group	nE	-2.95103161716878e-14	1.03379207978336e-07	114	1	0.999999927397453	0.99999999881493
Spirochaeta_2	group	IgE	2.41266565159704e-10	1.99869093662767e-06	114	1	0.999906113893593	0.99999999881493
Spirochaeta_2	group	nE	-1.08217873072812e-11	4.03563526286235e-06	114	1	0.999997914371672	0.99999999881493
TM7x	group	IgE	-2.19433210527559e-13	6.00091622364417e-08	114	1	0.999999124619484	0.99999999881493
TM7x	group	nE	-3.76152788555164e-13	1.94571465869485e-07	114	1	0.999999537209925	0.99999999881493
Alicyclobacillus	group	IgE	-6.43715156597328e-11	1.11059877367722e-06	114	1	0.999955181836436	0.99999999881493
Alicyclobacillus	group	nE	-3.54132270779665e-11	2.24245380402158e-06	114	1	0.999987788767329	0.99999999881493
CL500.29_marine_group	group	IgE	-5.82749763704558e-14	4.52472718958022e-08	114	1	0.999999683742885	0.99999999881493
CL500.29_marine_group	group	nE	-4.27042963066796e-14	9.13792297147563e-08	114	1	0.999999885244297	0.99999999881493
Rhodomicrobium	group	IgE	-4.69423356593272e-13	7.96836262968378e-08	114	1	0.999998246924054	0.99999999881493
Rhodomicrobium	group	nE	-5.02861165076268e-13	2.66355789779345e-07	114	1	0.999999438188295	0.99999999881493
Sideroxydans	group	IgE	-1.13182365316927e-12	1.48783205849468e-07	114	1	0.99999588000538	0.99999999881493
Sideroxydans	group	nE	-6.39818397911249e-13	3.00414002144671e-07	114	1	0.999998846524569	0.99999999881493
